order_id,customer_id,product_name,brand,country,order_date,unit_price
REC-530966,8152,Doo Wap pépites choco,Harrys,France,2024-08-21,19.06
REC-545232,10025,McVitie's Rich Tea The Light One (Delights),McVitie's,en:gb,2025-05-30,20.02
REC-790841,11019,LOTUS BISCOFF Speculoos Fourré - Crème Speculoos - 150g,Lotus,"Australia,Bélgica,República Checa,Francia,Alemania,Italia,Marruecos,Nueva Zelanda,Eslovaquia,España,Suecia,Reino Unido",2025-03-21,11.31
REC-995899,7738,Cake fourré saveur fraise,Unknown,France,2024-07-31,18.01
REC-764286,6219,Galettes Bretonnes Pur Beurre,Unknown,France,2025-10-26,16.56
REC-135793,5182,Sticks et Bretzels d'Alsace,"Dr. Oetker,Ancel",France,2025-12-26,16.9
REC-455654,5649,Lindt Excellence Milk Chocolate 100g,Lindt,"Australia,Dinamarca,Finlandia,Francia,Nueva Zelanda,Noruega,Suecia,Reino Unido",2024-02-20,15.11
REC-915893,9141,moelleux pépites de chocolat,Gerblé,Francia,2025-07-14,19.43
REC-279494,5298,Madeleines moelleuses nature x 24 sachets de 25 g,Ker Cadélac,"en:france, en:Suiza",2025-12-19,1.69
REC-605981,13347,"Grany moelleux, fruit des bois","Lu, Mondelez","Belgique,France",2025-01-18,15.76
REC-965000,9706,Baked Pretzels Original Sea Salted,Penn State,"France,United Kingdom,Netherlands",2025-01-06,3.45
REC-289005,5062,Pom-Bear Original 6pk,Pom-Bear,en:United Kingdom,2024-05-22,7.25
REC-158100,13976,Chips saveur Pesto Mozzarella,Brets,France,2025-12-24,13.4
REC-751061,10543,Rice Crackers Finement Salé promotion,Unknown,"Belgique,France",2025-07-05,13.2
REC-315652,10902,Bounty 2x,Mars,"Belgium, Bulgaria, Czech Republic, Denmark, France, Germany, Hungary, Iran, Montenegro, Morocco, Réunion, Romania, Saudi Arabia, Serbia, Slovakia, Sweden, Switzerland, Tunisia, United Kingdom, en:algeria",2024-07-16,17.33
REC-824782,5746,Bear Pure Fruit Yoyos Strawberry 20G,Bear,"Tschechien, Frankreich, Vereinigtes Königreich, Germany",2024-08-28,9.97
REC-116038,10484,Walkers Supreme Prawn Cocktail,Walkers,United Kingdom,2025-02-27,21.02
REC-797759,7004,Oreo Double Creme,"Mondelez,Oreo","Autriche,Belgique,Danemark,Finlande,France,Allemagne,Pays-Bas,Norvège,Suède,Suisse",2024-09-25,17.03
REC-475248,6779,Trancetto Cacao,Balconi,"France, North Korea, en:morocco",2025-03-20,24.59
REC-807924,14662,Chocolat noir dégustation 85% cacao bio,"Bio Village,Marque Repère",France,2025-10-19,16.28
REC-110224,13568,Ferrero Rocher,Ferrero,"France, Morocco, en:romania",2025-01-13,3.25
REC-189159,13071,RASPBERRY WHOLEGRAIN OAT BARS,stoats,en:gb,2024-04-22,8.56
REC-236609,13448,Noir 70 %,Biocoop,France,2025-04-20,17.67
REC-120920,11933,Knusper Schnitte,Sondey,"Франция,Германия,Швеция,България",2025-04-24,4.09
REC-342844,14577,Biscuit chocolat noir,Gerblé,"France,Réunion",2025-05-31,19.49
REC-846346,8714,Fourrés vanille bio,Bjorg,France,2024-09-01,2.67
REC-249351,5221,Haïti Grand cru Cap haïtien 72% cacaoté et fruité,Éthiquable,France,2024-09-09,1.84
REC-599185,8373,Gran Cereale Frutta,"Barilla, Mulino Bianco","Greece, Italy, Switzerland, en:france",2024-10-04,20.6
REC-430647,14678,Shortbread fingers,Belmont Biscuits,United Kingdom,2025-08-19,22.74
REC-533938,13168,Briochettes,Pasquier,France,2024-04-19,18.9
REC-859930,9693,Ugandan dark chocolate,Asda,United Kingdom,2024-12-12,10.2
REC-938747,11561,chocolat noir aux pépites,Carlotti,Morocco,2025-10-03,2.38
REC-570792,11474,Peanuts roasted & salted,Alesto,"Bélgica,Francia,Alemania,Italia,Países Bajos,Suecia,España",2026-01-25,8.84
REC-936955,5470,Cigar,henry's,"France, en:morocco",2025-10-26,6.6
REC-695435,13986,Cracotte fibres,LU,France,2025-07-20,16.86
REC-761163,6268,Cuor di cereale cioccolato,Gullón,"France, Italy, Morocco, Tunisia, en:bulgaria",2025-06-06,21.57
REC-160620,11740,Corn Smoked BBQ Crunchy Corn,Love Corn,"Spain,United Kingdom",2024-09-25,18.25
REC-671417,11925,Brunch bar choc chip,Cadbury,United Kingdom,2024-02-11,3.91
REC-982031,10416,All Butter Scottish Shortbread Fingers,Marks & Spencer,"France, United Kingdom",2025-01-14,15.64
REC-113541,9705,Taboule oriental 300g,Bonduelle,"France, Belgique, Luxembourg",2025-05-06,22.16
REC-842371,13428,Brossard le cake à l'anglaise,Unknown,"France,Switzerland",2025-06-16,10.57
REC-181325,8461,brioche tressée à la main,Unknown,France,2025-10-09,12.36
REC-992067,11794,Monster Munch Salé,"Intersnack,Monster Munch,Vico","France,Suisse",2025-09-10,11.46
REC-985552,5851,La Vicoise saveur sel de mer,Vico,France,2026-01-13,19.95
REC-232590,12804,Protein bar peanut and chocolate,Nature Valley,"France,United Kingdom",2024-03-20,16.3
REC-983019,10744,Black Peppercorn Bolli Italian Crackers,Crosta & Mollica,United Kingdom,2025-04-19,9.1
REC-848021,11603,Malt Lunchbox Loaves,Soreen,"United States, en:united-kingdom",2024-10-08,10.16
REC-244388,9790,Mini delice amandes,Aiguebelle,en:Morocco,2025-02-27,13.64
REC-736476,12032,Granola l'original,Unknown,Frankrijk,2025-06-30,5.55
REC-375103,10120,Belvita petit déjeuner goût noisette et chocolat,"Belvita, LU",France,2026-01-17,13.66
REC-978721,12600,Délichoc Noir,Delacre,France,2026-01-27,11.58
REC-857909,12918,Dunkle Voll-Nuss,RITTER SPORT,"Austria, Belgium, Czech Republic, Denmark, France, Germany, Italy, Norway, Russia, Sweden, Switzerland, United Kingdom, en:netherlands",2026-01-01,13.15
REC-428280,13347,CRUNCHY SAVOURY WHOLEWHEAT STICKS,Unknown,"France, en:united-kingdom",2024-10-15,9.35
REC-873211,5619,Sweet Chilli flavour wholegrain snack,Unknown,"France,United Kingdom",2025-11-30,13.97
REC-177177,10152,Sea salted potato crisps,Unknown,"France,United Kingdom",2024-07-08,2.26
REC-797863,8408,Wafers Bfb Hazelnut,Balconi,"France,Maroc,Espagne,Royaume-Uni",2024-07-03,13.6
REC-915342,13747,Molinetti,"Barilla,Mulino Bianco","Francia,Italia",2024-10-03,19.51
REC-491921,7451,Milka,Milka,"France, Maroc, en:morocco",2024-06-17,2.65
REC-776142,9817,Petites Madeleines  -30% de sucres,St Michel,France,2024-07-15,7.12
REC-237622,9075,Mars,"Mars, Mars Wrigley","France, Germany, Hungary, Morocco, Poland, en:romania",2024-03-13,17.6
REC-603374,6811,LOTUS BISCOFF Speculoos Fourré - Crème saveur Chocolat - 150g,Lotus,"République tchèque,France,Allemagne,Maroc,Espagne,Royaume-Uni",2024-04-19,3.98
REC-405563,10268,Snack a jacks mini,Snackajacks,"Ireland, United Kingdom, en:cyprus",2025-07-26,22.98
REC-805265,7363,Mikado Chocolat au lait,LU,France,2024-06-19,4.48
REC-725940,6421,Amandes grillées salées,Alesto,"République tchèque,France,Allemagne,Pays-Bas",2024-06-16,13.57
REC-112319,12789,Excellence Noir Sésame Grillé,Lindt & Sprüngli,"France,Maroc,Pays-Bas,Espagne",2025-01-14,9.46
REC-479833,12559,Prince Goût Vanille,Lu,France,2024-07-10,11.77
REC-863427,7692,Pringles original,Pringles,"Frankreich, en:ch",2026-01-26,13.04
REC-172842,8697,Savane chocolat,Brossard,en:fr,2024-10-21,17.08
REC-643647,7739,Kafferep,IKEA,"France,Germany,Italy",2025-10-12,11.71
REC-272358,10338,Sea Salt & Crushed Black Peppercorns,Kettle Chips,en:United Kingdom,2025-03-01,10.36
REC-352735,12195,Snickers (5 Stück à 50 g),Mars Incorporated,"en:france, en:germany, en:spain",2024-05-06,11.08
REC-781612,10982,Weiße Schokolade,"Fin Carré, lidl, Lidl Fin Carré","France,Germany,Italy,Poland,Spain",2024-10-07,21.22
REC-977968,14985,SNACK POPPÉ,TOO GOOD,"France, en:us",2025-04-21,17.87
REC-174568,10736,Madeleines Longues Marbrées chocolat,Le Ster,"Francia,Suiza",2025-10-04,13.18
REC-346543,8496,LOTUS DINOSAURUS Original Chocolat 225g (4x3p),Lotus,"France,Allemagne",2024-07-14,8.26
REC-411714,6068,Galletas Chocolate Rebuenas,Hacendado,"Morocco,Spain",2025-03-16,18.37
REC-373915,8431,Tagada,Haribo,"en:france, en:Switzerland",2024-12-28,8.32
REC-247713,14552,PAIN AU LAIT BIO PASQUIER,Brioche Pasquier,France,2024-11-05,10.0
REC-127715,8125,50G RICOLA CITRON MELISSE,Ricola,"France,Suisse",2025-06-19,2.93
REC-263705,12021,Wasa tartine croustillante sensation aux graines de chia & touche de sel 245g,Wasa,"France,Sweden",2024-11-05,11.51
REC-723202,11319,BREAKSTA Tiffany,wafer sandwich,en:Morocco,2025-09-16,8.6
REC-647565,10431,Tube caramel beurre salé,Régilait,France,2024-04-24,23.57
REC-196679,10288,Frusli Juicy Blueberries Chewy Cereal Bars 6 x (180g),Jordans,"France, Switzerland, en:united-kingdom",2024-08-19,4.82
REC-952086,11647,Mini Bites Quinoa & Chía,Gullón,"Francia,Marruecos,España",2025-08-29,21.84
REC-361666,6019,L'extra craquante nature,Vico,France,2024-09-19,11.0
REC-799310,5974,Cashew Butter + Pure Vanilla Bean Dark Chocolate,Hu,en:gb,2025-04-30,8.93
REC-404436,12293,Crunchy,Bjorg,France,2025-08-11,13.29
REC-383318,7857,the ORIGINAL CRACKER,RITZ,en:United Kingdom,2025-08-20,1.1
REC-850125,7216,Muesli Bars Chocolate,Crownfield,"Bulgarie,France,Allemagne,Irlande,Royaume-Uni",2024-07-07,10.24
REC-619056,12401,Dunkle Ganze Mandel,"Fin carré, Lidl","France,Germany",2024-12-20,1.55
REC-630599,5081,Cake aux Fruits - Tranché,"Lidl, Sondey",France,2024-05-10,16.18
REC-766752,10102,Galettes Pur Beurre,Bonne Maman,"France,Suisse",2024-09-15,14.57
REC-768004,5802,Le Palet pur beurre,La Mère Poulard,"France, en:morocco",2025-02-08,17.63
REC-579857,8304,Les craquantes blé complet,Unknown,"France,Réunion",2025-11-06,16.74
REC-271727,10870,Muesli CroustillantNoix,Auchan,"France,Spain, Monde",2024-08-18,9.39
REC-684920,10199,Celebrations,MARS,"Belgium, France, Germany, Hungary, en:morocco",2025-02-24,19.54
REC-687235,10476,Wafers Cocoa,Balconi,"France,Maroc,Suisse",2025-08-03,6.55
REC-161215,13919,Protein Bar Cookie & Cream Flavour,Ironmaxx Nutrition GmbH & Co.,"France,Germany,Bulgaria",2025-09-06,14.13
REC-773229,7829,Gourmet Sea Salt Savoury crackers,Aldi,"Ireland,United Kingdom",2025-10-08,2.78
REC-126095,7493,Love Corn Salt & Vinegat,Love Corn,en:gb,2025-06-25,2.08
REC-266437,8787,Cream crackers,By sainsbury's,"France, en:united-kingdom",2025-09-24,3.71
REC-243011,8446,Blueberry & Honey Porridge Oat Bars,Stoats,"An Fhraing,An Rìoghachd Aonaichte",2025-06-27,4.41
REC-539546,5522,Biscuit filled with hazelnut spread with cocoa,nutella,"保加利亚,德国,马来西亚,摩洛哥,波兰,羅馬尼亞,瑞士,匈牙利",2025-01-12,11.59
REC-825570,14151,hula hoops original,KP Snacks,United Kingdom,2025-08-07,4.61
REC-543821,7789,Ritz Crackers Original 200 g,Mondelez,"Germany, Norway, Spain, Switzerland, en:france",2025-04-29,24.5
REC-608252,13403,Berry Delight Fruit & Nut Bar,Nakd,"United Kingdom, en:ireland",2025-10-11,1.78
REC-437414,11696,"Chocolat Noir 72%, Collection Pure",Villars,"Croatie,France,Maroc,Suisse",2024-08-14,15.42
REC-348410,8367,NESTLE DESSERT Lait,Nestlé,"Canada,France",2025-08-07,1.05
REC-294915,10211,BelVita - Petit déjeuner Tartiné,LU,"Belgium,France,Réunion",2025-03-15,19.49
REC-848362,12458,Nature valley crunchy,Unknown,"France, Germany, Italy, en:united-kingdom",2025-05-19,4.11
REC-478427,5222,Proper corn sea salt,Proper,en:gb,2026-01-04,8.32
REC-397645,7667,Pringles Hot & Spicy,Pringles,"França,Itália,Portugal",2025-10-02,10.62
REC-298198,13206,Single Estate Venezuelan Dark clChocolate,Sainsbury's taste the difference,en:gb,2024-12-30,19.05
REC-999488,10754,بريك,Tiffany,"Saudi Arabia, en:morocco",2025-04-27,7.87
REC-567142,13819,Mint Intense Dark Chocolate,Lindt,"Ireland, en:united-kingdom",2025-03-04,4.85
REC-748415,6826,Kinder DUO,"Kinder,Ferrero","Frankreich,Deutschland,Marokko",2025-06-06,16.51
REC-212845,10753,Joyfuel Chocolat au Lait & Cookie Dough,Joyfuel,France,2025-09-11,2.84
REC-995013,9725,Doritos,Unknown,en:United Kingdom,2024-11-08,19.01
REC-240403,6000,Milka chocolate Hazelnuts,Milka,"Österreich,Bulgarien,Frankreich,Deutschland,Italien,Marokko,Niederlande,Polen,Rumänien,Thailand,Tunesien,Vereinigtes Königreich",2024-10-05,5.81
REC-843539,6886,Ovomaltine barres,Ovomaltine,"Belgium,France,Luxembourg,Switzerland",2024-12-31,8.9
REC-732172,6239,Pépito Croc sablé goût choco,Unknown,"France,La Réunion",2025-01-23,5.8
REC-389392,11439,Digestive fibra 23%,Unknown,España,2024-03-13,14.53
REC-318511,8248,Galletas María Dorada,Hacendado,España,2025-09-12,16.33
REC-188620,6736,Chocolate negro 85%,HACENDADO,"Portugal,España",2025-08-06,12.52
REC-392757,12858,Frischei-Waffeln,"Confiserie Firenze, Kuchenzauber Lidl, Kuchenzauber","Bulgarije,Duitsland,Italië,Roemenië,Verenigd Koninkrijk",2025-01-13,18.11
REC-351418,10336,Breaktime,Tiffany,"Qatar, Saudi Arabia, en:morocco",2025-02-09,8.75
REC-930683,11117,Barbeque,Pringles,"France, en:morocco",2024-11-17,24.2
REC-383420,5927,Bahlsen,Bahlsen,en:united-kingdom,2025-09-02,12.06
REC-252402,10961,Nappés intenses Eclats de fèves de cacao,Bjorg,France,2026-01-03,23.93
REC-959878,12237,Oats 'N Honey Granola Bars,Unknown,"France,United States",2025-08-18,1.35
REC-320838,5258,Biscuit saveur vanille citron,"Gerlinéa, Ma Pause Gerlinéa","France, en:switzerland",2025-11-02,4.63
REC-114796,9377,Tablette BIO dégustation Chocolat noir - 100g,Ivoria,"France, Switzerland, en:belgium",2025-09-23,23.83
REC-620781,13762,pain des fleurs sarrasin,Le pain des fleurs,"België,Frankrijk",2025-07-28,23.99
REC-758527,14701,Chocolat noir 85% cacao,"Marque Repère, Equador","France,La Réunion",2025-02-24,21.8
REC-785583,9688,Kinder Maxi,Ferrero,"Österreich,Finnland,Frankreich,Deutschland,Italien,Spanien,Schweiz",2024-05-25,15.11
REC-675659,6785,Délices au Caramel,Lightbody,France,2025-04-15,24.24
REC-513061,10459,lindt,Unknown,en:gb,2024-08-20,2.29
REC-461910,14376,Manchego & Green Olive,Manomasa,en:gb,2026-02-04,1.66
REC-418209,9355,"Butternut squash, tomato & basil Falafel",Aldi,United Kingdom,2024-06-21,15.28
REC-989169,6549,Pepito lu pépite choco,"LU,Mondelez","France,La Réunion",2025-09-05,19.89
REC-895504,11467,280G HARIBO CROCO,Haribo,"France,Suisse",2024-12-08,12.76
REC-221525,9733,La Grande Galette pur beurre,Unknown,"France, en:morocco",2024-02-05,7.35
REC-664894,11162,8 Navettes au beurre frais et à la crème fraîche,La Fournée Dorée,France,2025-05-29,11.87
REC-215902,7515,5 Banana Lunchbox Loaves,Soreen,"France, en:united-kingdom",2024-04-26,7.68
REC-682987,11767,Protein Flapjack Cocoa Oat,TREK,"France,United Kingdom",2024-09-16,16.7
REC-465696,11796,Kinder Chocolate,Kinder,"Argélia,França,Alemanha,Portugal,Sérvia,Estados Unidos",2025-06-29,3.29
REC-247274,12831,Macine mb 350g int. eu,"Barilla,Mulino Bianco","Francia,Italia,España,Suiza,Reino Unido",2025-10-18,22.97
REC-327334,5940,Sweet & saltynut,Nature Valley,France,2024-06-27,15.3
REC-450794,12469,Gâche tranchée,SAVEURS DE NOS RÉGIONS,France,2024-05-24,19.3
REC-480982,6274,Totas,tosfrit,"France,Maroc",2024-03-23,20.57
REC-606238,10295,Chocolate 95%,Trapa,"Spain, en:morocco",2024-12-13,21.39
REC-846159,11811,Fruit Slices APPLE,Go Ahead,"United Kingdom, en:cyprus",2024-09-02,6.29
REC-594573,8534,miredina,Mondelez,Morocco,2025-12-17,17.29
REC-254475,11515,Lulu L'Ourson Chocolat,"LU,Mondelez International","France,Suisse",2025-09-08,1.97
REC-997609,6579,Sablés sarrasin miel saveur citron,céréal bio,"France,Switzerland",2024-09-23,11.55
REC-344258,9455,Sweet And Salted Popcorn,Tesco,"Frankreich,Vereinigtes Königreich",2024-10-12,18.58
REC-538715,10760,LOTUS BISCOFF Speculoos Original Pocket Format Familial - 248g (16x2p),Lotus,"France, en:united-kingdom",2024-05-11,14.99
REC-732999,9921,BREAKFAST Cocoa with choc chips,belVita,"France, United Kingdom, en:portugal",2025-09-08,12.53
REC-127463,13169,Knoppers Einzelpack,Storck,"Dänemark,Frankreich,Deutschland,Marokko,Polen,Schweiz,Vereinigtes Königreich",2025-01-31,24.3
REC-196691,7786,Dark chocolate nuts & sea salt,KIND,"France,Ireland,United Kingdom",2025-09-27,24.5
REC-113479,5718,Tableta chocolate negro 85%,Carrefour BIO,"Belgique,France,Espagne",2024-11-12,2.66
REC-764198,5365,Lentil Chips,Snackrite,United Kingdom,2025-03-17,19.13
REC-316744,11025,Lindt lait extra fin,Lindt,en:fr,2024-09-27,16.04
REC-601543,11146,PiCK UP ! Choco x6,Unknown,"France, en:belgium",2024-09-16,20.76
REC-204201,6171,Fourré FIGUES,Gerblé,en:fr,2024-09-09,21.42
REC-316418,14598,curry cauliflower bites,Holland & Barrett,United Kingdom,2024-06-19,10.02
REC-260803,9776,Tartelettes chocolat caramel,Bonne Maman,"Belgium,Bulgaria,France,Germany,Luxembourg",2024-08-11,5.02
REC-993869,14044,Chips Craquante Sel Brets,Bret's,France,2024-07-27,23.05
REC-104547,9830,Hanuta 10er-Pack,Ferrero,"France, Germany, Morocco, Switzerland, en:ukraine",2025-02-12,15.14
REC-437468,9108,Onduladas campesinas,Risi,"Maroc,Espagne,Francia",2025-07-01,20.42
REC-868294,10244,Sweet & Salty Popped Crisps,Popworks,"Ireland,United Kingdom",2025-11-13,19.41
REC-992864,10746,chipsfrisch ungarisch,funny-frisch,Deutschland,2025-07-01,6.39
REC-955523,8057,Noir 85%,Biocoop,France,2024-02-24,16.04
REC-218768,6370,Matin Chocolat,Unknown,France,2024-02-21,22.75
REC-382273,6367,MACARONI CHEESE WITH BACON,WOOLWORTHS FOOD,"Bulgaria,France,Germany",2025-04-10,18.36
REC-346482,14372,Véritable petit beurre🧈,Unknown,"Belgium,France,Switzerland",2024-04-18,20.4
REC-408869,7478,Le palmier,Bjorg,"France,Switzerland",2025-06-21,9.72
REC-609749,13831,Fourrés goût citron,Bjorg,France,2024-06-04,23.43
REC-518995,11640,Nicaragua grand cru waslala 75%,Unknown,France,2025-03-02,1.33
REC-294094,9642,Dessert 72%,Aiguebelle,"France,Maroc",2025-03-31,10.89
REC-236778,6005,tentation croque lait aux noisettes suprêmes,Aiguebelle,"France, en:morocco",2024-07-07,12.5
REC-679537,7701,REGAÑA,Hacendado,"Rumania,España",2025-04-28,19.89
REC-504192,9185,Galleta dorada,Gullón,"France,Morocco",2024-07-29,11.36
REC-884903,7594,Tortilla Chips,Stockwell & Co.,United Kingdom,2024-09-20,19.56
REC-120400,11836,Wholegrain Ryvita Crackerbread,Ryvita,United Kingdom,2025-02-25,20.12
REC-742848,14075,Sablés Pavot Coco,Unknown,Francia,2025-02-14,17.98
REC-993045,11096,Choco Tablet Zero sin Azúcares,Anturios,"Marruecos,España",2025-08-17,17.7
REC-276484,5450,Extra Dark 85% Cocoa,"Fin Carré,Lidl","Bélgica,España",2025-10-15,21.94
REC-380641,6676,Donut,Be,en:ma,2024-03-07,1.21
REC-298768,6956,Melty - Be,Be,Morocco,2024-04-08,20.37
REC-173877,11980,6111259345782,Unknown,en:Morocco,2024-02-23,21.29
REC-900752,9555,Digestive sin azúcares,Gullón,España,2024-07-04,1.0
REC-234370,8993,Chocolat Noir Amande et Écorces d'Orange,lidl jd gross,"France,Netherlands,United Kingdom",2024-08-20,4.58
REC-302639,14765,14 Gaufrettes saveur Cacao,"Brun, Mondelez",Francia,2024-05-30,21.72
REC-392128,8230,Brioche tressée pépites de chocolat,Pasquier,France,2024-05-26,9.52
REC-332397,10763,Mon Chéri,Mon Chéri,"Frankreich,Deutschland,Schweiz",2024-10-26,2.0
REC-834378,9927,Anglesey sea salt crisps,Pipers,"France, Switzerland, en:united-kingdom",2025-10-24,13.22
REC-610291,6868,Chocolat Dessert Noir 55%,Aiguebelle,"France, en:morocco",2025-06-03,23.2
REC-582086,8981,Milka Choco Mini Stars,Milka,"Bulgaria,Croacia,Estonia,Francia,Polonia,República Srpska,Rumania,Eslovenia,España",2025-08-26,23.81
REC-137989,8808,Choco wafer,"Milka,Mondelez","Francia,Marruecos,España",2025-07-24,16.73
REC-664778,11341,Pelotazos,"Cheetos,PepsiCo","Portugal,España",2025-01-30,17.13
REC-710479,7970,Eat Natural Bar Peanut&Chocolate 45g,"Eat Natural, Handl norway as","France, Germany, Netherlands, Spain, United Kingdom, en:belgium",2024-02-29,14.94
REC-800626,5120,KIDDYLICIOUS Veggie Straws - saveur Légumes - 48g (4x12g),Kiddylicious,"France, en:united-kingdom",2024-12-04,7.79
REC-476792,10960,Barquillos Chocolate Zero sin azúcares,Gullón,"Morocco, Romania, Spain, en:bulgaria",2025-01-04,13.46
REC-659487,5267,Mini cheddars,Unknown,en:gb,2024-11-21,21.51
REC-436451,5050,Barres de céréales fraises et framboises x 6,Crownfield,France,2025-06-24,1.48
REC-668201,14522,Oatcakes - Organic,Nairn's,"France, en:united-kingdom",2025-10-23,21.37
REC-559769,9717,Multigrain Crackers,Rivercote (LIDL),France,2025-03-28,11.18
REC-163843,7058,Mélange de noix et pistaches,Alesto,"Bulgaria,France,Germany,Switzerland",2024-06-11,5.69
REC-389627,7968,Petit écolier tendre coeur au lait,"LU,Mondelez international",France,2025-05-10,15.77
REC-291625,9280,Tartines de Pain multi-céréales,Pasquier,France,2025-01-16,3.97
REC-460105,9017,Chocolat noir 72% cacao,"Marque Repère, Equador","France,Réunion",2024-06-08,18.01
REC-111592,12951,Chocolat Noir 95% Togo,Alter Eco,"France,Switzerland",2024-09-29,8.08
REC-965114,7928,Maltesers 175g,MALTESERS,"Argelia,Austria,Bélgica,Egipto,Francia,Alemania,Marruecos,Qatar,Suiza,Túnez,Emiratos Árabes Unidos,Reino Unido",2024-11-10,3.1
REC-143795,12084,Sweet & Salty Popcorn,Propercorn,"France, Switzerland, United Kingdom, en:belgium",2024-10-22,7.0
REC-327611,14977,Caprice,Papadopoulos,"Bulgaria, France, French Guiana, Greece, Guadeloupe, Romania, en:italy",2025-02-06,20.17
REC-663235,14945,Horno Al punto de sal,"Lay's,PepsiCo","Italia,Portugal,España",2025-07-30,21.66
REC-216026,13503,Snack Pipas,Anitin,Espanha,2025-05-15,19.74
REC-755317,12628,Sour Cream & Onion Potato Chips,Popchips,en:gb,2024-10-25,12.84
REC-981342,9462,8 Crêpes Chocolat,Whaou,France,2024-06-05,2.36
REC-710952,10977,Savoury Crackers,Savour Bakes,en:gb,2024-02-22,21.86
REC-507409,5862,Major,SAÏDA,Morocco,2025-03-18,15.89
REC-977027,11506,Clorets,Clorets,Morocco,2025-11-07,4.26
REC-645017,5017,Ready Salted Grab Bag Crisps,Walkers,United Kingdom,2024-09-20,12.01
REC-651702,8050,Digestive,Unknown,"Croatia, Italy, Romania, Slovenia, en:france",2024-10-10,7.31
REC-534429,13627,Erdnüsse geröstet & gesalzen,Ültje,"Österreich,Deutschland",2026-01-20,8.42
REC-247463,5655,Choco Tom gaufrettes,Tom,Tunisia,2025-10-17,2.12
REC-789412,11990,Sablés beurré nantais,"LU, Mondelez International","France,Allemagne,Suisse",2025-11-24,16.52
REC-999404,14703,Grany Fraise 🍓 & Framboise,Lu,Francia,2025-10-22,11.64
REC-130511,6344,Laus nature,"Lay's, Lays, PepsiCo",France,2025-02-09,7.02
REC-917059,12881,3D's Bugles goût nature,"3D's Bugles, BENENUTS, LAYS, Lay's",France,2025-02-14,5.19
REC-183053,6705,"Gerblé - Choco Hazelnut Filled Cake, 200g (7.1oz)",Gerblé,Francia,2025-09-03,8.48
REC-511759,7039,Galette Épeautre Son d'Avoine,Bjorg,"France,French Guiana,Morocco,Switzerland",2025-05-07,14.72
REC-974820,9615,Pain d'Épices au Miel,Brossard,"en:france, en:Suiza",2024-08-30,15.66
REC-624871,13121,barbeque flavour popped potato snacks,popchips,"France, United Kingdom",2025-05-21,23.22
REC-161412,6432,Original Oreo,Oreo,"Belgium, Canada, Denmark, Finland, France, Germany, Mauritius, Morocco, Réunion, Spain, Switzerland, en:latvia",2025-10-24,5.2
REC-507617,10369,Takis Fuego 90g,Unknown,"en:morocco, en:spain, en:france",2025-12-05,17.94
REC-583819,12795,Cacahuètes grillées sans sel ajouté.,Carrefour,"Belgique,France,Italie,Pologne,Roumanie,Espagne",2025-04-01,18.06
REC-386157,7846,Le Petit Beurre,LU,en:gb,2025-01-18,11.23
REC-814427,14101,Pringles Salt & Vinegar,Pringles,"Germany,United Kingdom",2024-08-16,12.39
REC-816700,9477,Jelly Snakes,THE NATURAL CONFECTIONERY CO.,"Switzerland,United Kingdom",2025-02-08,10.41
REC-837125,9228,Madeleine,Bonne Maman,"France,Royaume-Uni",2025-10-15,5.7
REC-185893,7422,POULAIN NOIR EXTRA 200G,Poulain,France,2024-02-09,6.39
REC-475215,14944,Snack a Jacks Caramel Rice Cakes,Snack-A-Jacks,"France, en:united-kingdom",2024-06-15,20.09
REC-527082,10476,Jacobs Savours Salt And Black Pepper Bakes,Jacobs,"France, en:united-kingdom",2025-04-01,4.02
REC-943230,8023,Dark Chocolate 85% Cocoa,Unknown,Romania,2025-11-19,21.91
REC-887106,13893,Gran cereale croccante con riso,Gran cereale,"Francia,Italia",2025-03-05,16.76
REC-475078,5189,Chocolate 85% Cacao 0% Azúcares Añadidos,Valor,"Bolivia,Chile,Colombia,Ecuador,Marruecos,Rumania,España",2025-08-05,22.9
REC-240162,8735,Mini cracker!,Gullón,"Francia,Spagna,Italia, en:morocco",2025-05-30,1.39
REC-779048,13269,Biscuits à l'orange Orange et au graines de Chia,"Gerblé, Gerblé Bio","France,La Réunion",2024-06-15,8.76
REC-375336,10650,Cashews roasted & salted,Alesto,"Bulgaria,France,Hungary,Romania,Spain,United Kingdom",2025-09-29,11.44
REC-709387,10421,"Gerblé - Organic Muesli Fig Apricot Spelt Cookie, 132g (4.7oz)",Gerblé Bio,France,2024-06-16,23.14
REC-407316,7196,Tartines croquantes,"Aldi, Simplement Bon et Bio",France,2025-01-31,5.85
REC-858767,8973,Petits chocos 🍫,Bonne Maman,France,2025-01-12,16.01
REC-598404,12274,Barre granola goût chocolat et enrobage crème de cacao,Vitalia,France,2024-05-21,11.86
REC-989289,6898,Chocolat au lait du Pays Alpin,"Kraft Foods, Milka",France,2026-01-24,7.18
REC-846558,9606,Tablette de chocolat noir 100g,"U, U Bio",France,2024-02-12,10.22
REC-291860,12564,Tartines craquantes Multicéréales,"JARDIN BIO ETIC, Jardin bio",France,2024-11-27,4.98
REC-647168,6886,Chilli Heatwave Tortilla Chips,Doritos,"France,United Kingdom",2024-10-21,24.41
REC-804584,11991,Dunkle Schweizer Schokolade mit Chili-Extrakt,Lindt Excellence,"Australia,Dinamarca,Francia,Nueva Zelanda,España,Suiza,Reino Unido",2025-09-07,16.62
